Handle,Identifier_other,Coll_name
2027.42/84962,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84191,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84975,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84974,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84184,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84183,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84946,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84950,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/85066,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84930,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84990,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/85058,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84959,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84206,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84972,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84938,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84973,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/85035,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84202,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84159,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/84969,87265_0001,News and Information Services (University of Michigan) Sound and Video Recordings
2027.42/122131,852178-SR-649-1,George Romney Papers
2027.42/122107,852178-SR-449-1,George Romney Papers
2027.42/122118,852178-SR-505-1,George Romney Papers
2027.42/122097,852178-SR-302-1,George Romney Papers
2027.42/122086,852178-SR-172-1,George Romney Papers
2027.42/122124,852178-SR-642-1,George Romney Papers
2027.42/122112,852178-SR-499-1,George Romney Papers
2027.42/122109,852178-SR-496-1,George Romney Papers
2027.42/122117,852178-SR-504-1,George Romney Papers
2027.42/122099,852178-SR-373-1,George Romney Papers
2027.42/122104,852178-SR-404-1,George Romney Papers
2027.42/122140,852178-SR-658-1,George Romney Papers
2027.42/122084,852178-SR-147-1,George Romney Papers
2027.42/122110,852178-SR-497-1,George Romney Papers
2027.42/122108,852178-SR-450-1,George Romney Papers
2027.42/122105,852178-SR-442-1,George Romney Papers
2027.42/122136,852178-SR-654-1,George Romney Papers
2027.42/122143,852178-SR-661-1,George Romney Papers
2027.42/122132,852178-SR-650-1,George Romney Papers
2027.42/122094,852178-SR-244-1,George Romney Papers
2027.42/122133,852178-SR-651-1,George Romney Papers
2027.42/122139,852178-SR-657-1,George Romney Papers
2027.42/122130,852178-SR-648-1,George Romney Papers
2027.42/122093,852178-SR-225-1,George Romney Papers
2027.42/122128,852178-SR-646-1,George Romney Papers
2027.42/122106,852178-SR-445-1,George Romney Papers
2027.42/122082,852178-SR-145-1,George Romney Papers
2027.42/122119,852178-SR-596-1,George Romney Papers
2027.42/122113,852178-SR-500-1,George Romney Papers
2027.42/122114,852178-SR-501-1,George Romney Papers
2027.42/122100,852178-SR-374-1,George Romney Papers
2027.42/122134,852178-SR-652-1,George Romney Papers
2027.42/122083,852178-SR-146-1,George Romney Papers
2027.42/122138,852178-SR-656-1,George Romney Papers
2027.42/122091,852178-SR-198-1,George Romney Papers
2027.42/122098,852178-SR-306-1,George Romney Papers
2027.42/122095,852178-SR-25-1,George Romney Papers
2027.42/122116,852178-SR-503-1,George Romney Papers
2027.42/122122,852178-SR-629-1,George Romney Papers
2027.42/122141,852178-SR-659-1,George Romney Papers
2027.42/122102,852178-SR-376-1,George Romney Papers
2027.42/122085,852178-SR-167-1,George Romney Papers
2027.42/122088,852178-SR-174-1,George Romney Papers
2027.42/122120,852178-SR-607-1,George Romney Papers
2027.42/122127,852178-SR-645-1,George Romney Papers
2027.42/122101,852178-SR-375-1,George Romney Papers
2027.42/122129,852178-SR-647-1,George Romney Papers
2027.42/122144,852178-SR-662-1,George Romney Papers
2027.42/122121,852178-SR-628-1,George Romney Papers
2027.42/122135,852178-SR-653-1,George Romney Papers
2027.42/122087,852178-SR-173-1,George Romney Papers
2027.42/122103,852178-SR-389-1,George Romney Papers
2027.42/122096,852178-SR-297-1,George Romney Papers
2027.42/122115,852178-SR-502-1,George Romney Papers
2027.42/122125,852178-SR-643-1,George Romney Papers
2027.42/122092,852178-SR-20-1,George Romney Papers
2027.42/122126,852178-SR-644-1,George Romney Papers
2027.42/122090,852178-SR-178-1,George Romney Papers
2027.42/122089,852178-SR-177-1,George Romney Papers
2027.42/122142,852178-SR-660-1,George Romney Papers
2027.42/122111,852178-SR-498-1,George Romney Papers
2027.42/122123,852178-SR-630-1,George Romney Papers
2027.42/122137,852178-SR-655-1,George Romney Papers
2027.42/87937,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87938,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87939,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87940,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87942,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87943,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87944,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87945,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87946,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87947,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87948,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
2027.42/87941,2010124_0001,University Unions Graphic Design Office (University of Michigan) Student Work
